58,0.73905
59,0.5981
60,0.5639
37,0.90625
35,0.90885
34,0.90895
36,0.90635
15,0.935
12,0.94075
13,0.93835
8,0.9418
14,0.9365
7,0.94225
10,0.94125
5,0.9447
45,0.87145
46,0.87035
38,0.8895
39,0.8883
47,0.8654
48,0.86395
40,0.88345
42,0.883
55,0.7493
56,0.7492
53,0.7701
52,0.77045
18,0.93405
9,0.94135
11,0.9408
4,0.94525
24,0.9308
20,0.93345
22,0.9322
16,0.9345
49,0.8627
43,0.87925
51,0.8567
44,0.8732
57,0.74115
54,0.7653
25,0.9299
19,0.9336
33,0.91565
29,0.9258
30,0.9248
16,0.9345
27,0.92875
21,0.9332
31,0.9226
22,0.9322
26,0.9291
1,0.9512
3,0.94655
2,0.94715
6,0.9438
50,0.8618005471812928
28,0.9258499335236463
41,0.8830025924008117
32,0.9189504133376745
