34,0.6313161573796685
51,0.5981625723986419
56,0.585380467345716
2,0.6928300379468744
4,0.6868384262033154
3,0.6884361893349311
5,0.6762532454563611
23,0.6600758937487518
21,0.6614739364889155
24,0.658478130617136
16,0.6650689035350509
10,0.6700619133213501
7,0.6712602356700619
19,0.6628719792290793
14,0.6670661074495706
29,0.6371080487317755
28,0.6383063710804873
40,0.6239265028959456
37,0.6269223087677251
31,0.6327142001198323
33,0.6317155981625724
41,0.6233273417215898
35,0.6287197922907929
58,0.5636109446774515
59,0.5624126223287398
46,0.6081485919712403
45,0.6113441182344718
13,0.6682644297982824
8,0.670661074495706
19,0.6628719792290793
9,0.6702616337128021
36,0.6271220291591771
39,0.6255242660275614
30,0.6329139205112843
42,0.621729578589974
43,0.615737966846415
49,0.6039544637507489
47,0.6069502696225285
52,0.5967645296584781
60,0.5432394647493509
55,0.5893748751747554
32,0.6323147593369283
38,0.6263231475933693
26,0.6448971439984023
53,0.5935690033952467
54,0.5923706810465349
50,0.6025564210105852
44,0.6117435590173756
10,0.6700619133213501
15,0.6654683443179549
25,0.6516876373077691
22,0.6610744957060116
18,0.6632714200119832
6,0.6754543638905532
17,0.664869183143599
12,0.6684641501897344
48,0.6063530490389747
1,0.6992217354727779
57,0.5817849214061298
27,0.644893707060521
