32,0.7979204870523464
6,0.8546403373663857
54,0.6974415162485513
40,0.7797996803558643
58,0.61172
59,0.56056
60,0.51096
8,0.84556
25,0.8236
15,0.83952
39,0.7868
26,0.82236
12,0.84188
16,0.8394
3,0.86288
24,0.8306
7,0.84612
5,0.86088
2,0.87124
46,0.74788
44,0.75384
20,0.83648
14,0.84024
48,0.74584
45,0.75156
22,0.83196
21,0.8356
56,0.65364
55,0.65728
42,0.77368
41,0.77584
22,0.83196
8,0.84556
4,0.86204
1,0.87224
30,0.81044
29,0.81664
28,0.81764
13,0.84184
51,0.72592
31,0.80612
52,0.72492
33,0.7964
57,0.64704
50,0.73704
27,0.8182
19,0.83756
53,0.71972
49,0.74348
47,0.7466
34,0.79516
35,0.79488
37,0.79024
43,0.76528
36,0.79384
38,0.78844
11,0.84384
17,0.83804
18,0.83784
10,0.84396
